Site_1,Site_2,Same_Site,Plant_1,Plant_2,Plant_1_ID,Plant_2_ID,Pair,Soil_1m,Soil_p,Root,Leaf_EN,Leaf_EP,Fruit_EN,Fruit_EP
1,3,FALSE,1,5,1_1,3_5,1_1 vs 3_5,NA,0.4274357317107961,0.5123979409942693,0.3599303827472043,0.5086449397445297,NA,0.9181361555051145
1,3,FALSE,1,6,1_1,3_6,1_1 vs 3_6,NA,0.34481155887627785,0.5323029405836184,0.664362930476839,0.586094635629195,NA,0.40938880410784656
1,3,FALSE,1,7,1_1,3_7,1_1 vs 3_7,NA,0.2854023814901972,0.4702902865350985,0.3414648799647069,0.507592512567277,NA,0.44500758279518315
1,3,FALSE,1,8,1_1,3_8,1_1 vs 3_8,NA,0.42140359884546846,0.5368033594597766,0.44469402024133475,0.5839505943690918,NA,0.42755399092208324
1,3,FALSE,1,9,1_1,3_9,1_1 vs 3_9,NA,0.3396605733596242,0.5186425198053373,0.2557625062131448,NA,NA,0.19950745390314714
1,3,FALSE,1,10,1_1,3_10,1_1 vs 3_10,NA,0.3264210766169796,0.49590437151820455,0.41540216810047664,0.6348037437843762,NA,NA
1,4,FALSE,1,1,1_1,4_1,1_1 vs 4_1,NA,0.39454067467741716,0.8216648008385621,0.41189077928330475,0.6205313720867146,NA,0.9716386739943478
1,4,FALSE,1,2,1_1,4_2,1_1 vs 4_2,NA,0.3887385738551004,0.6173970192891415,0.4066964932187201,0.6068049893094496,NA,0.9059838963930386
1,4,FALSE,1,3,1_1,4_3,1_1 vs 4_3,NA,0.4734987952353904,0.5244065355139708,0.3422196522485746,0.4715811613317697,NA,0.19582323934466442
1,4,FALSE,1,4,1_1,4_4,1_1 vs 4_4,NA,0.4709712734985319,0.5674577499245783,0.28193153978272073,0.49712141479843175,NA,0.973162098982329
1,4,FALSE,1,5,1_1,4_5,1_1 vs 4_5,NA,0.4174174740847668,0.6384009984222627,0.21223944437882483,0.513396632236353,NA,0.24173218084207415
1,4,FALSE,1,6,1_1,4_6,1_1 vs 4_6,NA,0.5106617023967639,0.5077662213693063,0.37609946088954516,0.5526996302552891,NA,0.49171383610733455
1,4,FALSE,1,7,1_1,4_7,1_1 vs 4_7,NA,0.58830414764684,0.5517575991572194,0.43178003716226315,0.5562453556432007,NA,0.8005906760927375
1,4,FALSE,1,8,1_1,4_8,1_1 vs 4_8,NA,0.6413458779719035,0.47826779177192114,0.2403523292869567,0.5494122824633076,NA,0.27530497023154393
1,4,FALSE,1,9,1_1,4_9,1_1 vs 4_9,NA,0.45428297185732264,0.6081688381298063,0.3125739621932452,0.5292509219038873,NA,0.9503401824825728
